strain,state,supercategory,category,condition,month
Cream Caramel,WA,Ingestibles,Edibles,Pain,0119
Cream Caramel,WA,Ingestibles,Edibles,Pain,0119
Cream Caramel,WA,Ingestibles,Edibles,Pain,0119
Cream Caramel,WA,Ingestibles,Edibles,Pain,0119
Cream Caramel,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
Triangle,CA,Ingestibles,Edibles,Cancer,0119
Triangle,CA,Ingestibles,Edibles,Cancer,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Kandy Kush,WA,Ingestibles,Edibles,Pain,0119
Northern Lights,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Bubble Gum,WA,Ingestibles,Edibles,Pain,0119
Bubble Gum,WA,Ingestibles,Edibles,Pain,0119
Bubble Gum,WA,Ingestibles,Edibles,Pain,0119
Bubble Gum,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
Durban Poison,CA,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Key Lime Pie,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
Jack Herer,OR,Ingestibles,Edibles,Pain,0119
Jack Herer,OR,Ingestibles,Edibles,Pain,0119
Jack Herer,OR,Ingestibles,Edibles,Pain,0119
Jack Herer,OR,Ingestibles,Edibles,Pain,0119
Zkittlez,OR,Ingestibles,Edibles,Pain,0119
Triangle Kush,OR,Ingestibles,Edibles,Pain,0119
Zkittlez,CA,Ingestibles,Edibles,Pain,0119
Key Lime Pie,CA,Ingestibles,Edibles,Pain,0119
Key Lime Pie,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Depression,0119
,CA,Ingestibles,Edibles,Depression,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,WA,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Pain,0119
Afghani,OR,Ingestibles,Edibles,Pain,0119
Afghani,OR,Ingestibles,Edibles,Pain,0119
Afghani,OR,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Depression,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,OR,Ingestibles,Edibles,Pain,0119
Banana Kush,OR,Ingestibles,Edibles,Pain,0119
Banana Kush,OR,Ingestibles,Edibles,Pain,0119
Banana Kush,WA,Ingestibles,Edibles,Pain,0119
Banana Kush,WA,Ingestibles,Edibles,Pain,0119
Purple Kush,WA,Ingestibles,Edibles,Pain,0119
Purple Kush,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Cancer,0119
,WA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Girl Scout Cookies,CA,Ingestibles,Edibles,Pain,0119
Girl Scout Cookies,CA,Ingestibles,Edibles,Pain,0119
GSC,WA,Ingestibles,Edibles,Pain,0119
Northern Lights,CA,Ingestibles,Edibles,Pain,0119
Strawberry Banana,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Purple Kush,OR,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Cancer,0119
,CA,Ingestibles,Edibles,Cancer,0119
Purple Punch,WA,Ingestibles,Edibles,Pain,0119
Pink Panties,WA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Candy Jack,CA,Ingestibles,Edibles,Pain,0119
Bubble Gum,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
3X Crazy,WA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
Maui Bubble Gift,OR,Ingestibles,Edibles,Pain,0119
Maui Bubble Gift,OR,Ingestibles,Edibles,Pain,0119
Maui Bubble Gift,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Zkittlez,OR,Ingestibles,Edibles,Pain,0119
Zkittlez,OR,Ingestibles,Edibles,Pain,0119
Zkittlez,OR,Ingestibles,Edibles,Pain,0119
Zkittlez,OR,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
Key Lime Pie,OR,Ingestibles,Edibles,Pain,0119
Key Lime Pie,OR,Ingestibles,Edibles,Pain,0119
Key Lime Pie,OR,Ingestibles,Edibles,Pain,0119
Key Lime Pie,OR,Ingestibles,Edibles,Pain,0119
Key Lime Pie,OR,Ingestibles,Edibles,Pain,0119
Key Lime Pie,OR,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Anxiety & Stress,0119
,CA,Ingestibles,Edibles,Pain,0119
Purple Punch,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,OR,Ingestibles,Edibles,Pain,0119
Banana Kush,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Anxiety & Stress,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Northern Lights,WA,Ingestibles,Edibles,Pain,0119
Afghani,WA,Ingestibles,Edibles,Pain,0119
GSC,CA,Ingestibles,Edibles,Anxiety & Stress,0119
Space Candy,WA,Ingestibles,Edibles,Pain,0119
Space Candy,WA,Ingestibles,Edibles,Pain,0119
Key Lime Pie,CA,Ingestibles,Edibles,Pain,0119
Zkittlez,CA,Ingestibles,Edibles,Pain,0119
Zkittlez,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Banana Kush,CA,Ingestibles,Edibles,Pain,0119
Triangle Kush,WA,Ingestibles,Edibles,Pain,0119
Triangle Kush,CA,Ingestibles,Edibles,Pain,0119
Triangle Kush,CA,Ingestibles,Edibles,Pain,0119
Triangle Kush,CA,Ingestibles,Edibles,Pain,0119
Key Lime Pie,CA,Ingestibles,Edibles,Pain,0119
Sour Bubble,WA,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,AK,Ingestibles,Edibles,Pain,0119
,CA,Ingestibles,Edibles,Pain,0119
Zkittlez,HI,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
,OR,Ingestibles,Edibles,Pain,0119
Jack the Ripper,WA,Ingestibles,Edibles,Pain,0119
Gobbstopper,WA,Others,Pets,Pain,0119
,CA,Others,Pets,Pain,0119
,CA,Others,Accessories,Cancer,0119
,WA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
Forbidden Fruit,WA,Inhalents,Concentrates,Pain,0119
Forbidden Fruit,WA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
OGKB,CA,Inhalents,Concentrates,Pain,0119
Sour Tangie,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
Sour Diesel,CA,Inhalents,Concentrates,Pain,0119
Banana Kush,CA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
Orange Cookies,WA,Inhalents,Concentrates,Pain,0119
Lemon Alien Dawg,WA,Inhalents,Concentrates,Pain,0119
,AK,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
Northern Lights,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
Dawgfather OG,WA,Inhalents,Concentrates,Pain,0119
FRUIT LOOPS,NV,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
Headbanger,OR,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
Afghan Skunk,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
Allen Wrench,WA,Inhalents,Concentrates,Pain,0119
Strawberry Lemonade,CA,Inhalents,Concentrates,Pain,0119
Strawberry Lemonade,CA,Inhalents,Concentrates,Pain,0119
Chemdog,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
Gelato,CA,Inhalents,Concentrates,Pain,0119
Skydog,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Pain,0119
Hindu Kush,CA,Inhalents,Concentrates,Pain,0119
Hindu Kush,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
Lemon Kush,CA,Inhalents,Concentrates,Pain,0119
Lemon Kush,CA,Inhalents,Concentrates,Pain,0119
Lemon Kush,CA,Inhalents,Concentrates,Pain,0119
Jack Herer,WA,Inhalents,Concentrates,Pain,0119
Sour Diesel,CA,Inhalents,Concentrates,Pain,0119
Slymer,CA,Inhalents,Concentrates,Pain,0119
Chernobyl,CA,Inhalents,Concentrates,Pain,0119
Chernobyl,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Pain,0119
Green Ribbon,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
,WA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
Durban Poison,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Cancer,0119
White Fire OG,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
Blue Dream,OR,Inhalents,Concentrates,Pain,0119
Blue Dream,OR,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
Paris OG,CA,Inhalents,Concentrates,Pain,0119
Paris OG,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Anxiety & Stress,0119
Paris OG,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
Paris OG,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
OG Kush,CA,Inhalents,Concentrates,Pain,0119
California Orange,CA,Inhalents,Concentrates,Pain,0119
Gelato,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
,OR,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Cancer,0119
,CA,Inhalents,Concentrates,Pain,0119
Northern Lights,CA,Inhalents,Concentrates,Pain,0119
,CA,Inhalents,Concentrates,Pain,0119
Oregon Diesel,OR,Inhalents,Concentrates,Pain,0119
Super Lemon Haze,AK,Ingestibles,Seeds,Pain,0119
Super Lemon Haze,AK,Ingestibles,Seeds,Pain,0119
,AK,Ingestibles,Seeds,Pain,0119
Super Lemon Haze,AK,Ingestibles,Seeds,Pain,0119
Super Lemon Haze,AK,Ingestibles,Seeds,Pain,0119
,AK,Ingestibles,Seeds,Pain,0119
Aurora Indica,AK,Ingestibles,Seeds,Pain,0119
Irene OG,AK,Ingestibles,Seeds,Pain,0119
Irene OG,AK,Ingestibles,Seeds,Pain,0119
Irene OG,AK,Ingestibles,Seeds,Pain,0119
Irene OG,AK,Ingestibles,Seeds,Pain,0119
Irene OG,AK,Ingestibles,Seeds,Pain,0119
AK-47,AK,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
Blackberry Kush,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
Petrolia Headstash,CA,Ingestibles,Seeds,Pain,0119
Petrolia Headstash,CA,Ingestibles,Seeds,Pain,0119
Sour Diesel,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
Jamaican,CA,Ingestibles,Seeds,Pain,0119
Lemon Skunk,CA,Ingestibles,Seeds,Pain,0119
Lemon Skunk,CA,Ingestibles,Seeds,Pain,0119
Garlic Bud,CA,Ingestibles,Seeds,Pain,0119
,CA,Ingestibles,Seeds,Pain,0119
Irene OG,CA,Ingestibles,Seeds,Pain,0119
True Blue,CA,Ingestibles,Seeds,Anxiety & Stress,0119
True Blue,CA,Ingestibles,Seeds,Anxiety & Stress,0119
AK-47,OR,Ingestibles,Seeds,Pain,0119
AK-47,OR,Ingestibles,Seeds,Pain,0119
AK-47,OR,Ingestibles,Seeds,Pain,0119
AK-47,OR,Ingestibles,Seeds,Pain,0119
,OR,Ingestibles,Seeds,Pain,0119
